review_id,student_id,instructor_id,course_id,review_text,rating_score,sentiment_label,sentiment_score,dominant_topic,confidence_level,keyword_tags
259,534,2,71,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
260,91,13,34,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
261,1829,36,131,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
262,2242,28,56,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
263,128,61,17,Excellent pacing and real-world examples. Highly recommend!,5,Positive,0.994,2,0.797,realworld example
264,2905,62,58,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
265,1916,23,45,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
266,2203,2,7,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
267,1900,37,139,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
268,522,3,105,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
269,1002,53,71,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
270,1089,9,96,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
271,2133,24,16,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
272,2593,6,18,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
273,1509,14,93,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
274,1807,21,63,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
275,1610,54,73,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
276,2592,56,86,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
277,79,35,99,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
278,2880,14,83,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
279,1431,5,101,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
280,1482,65,88,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
281,2853,54,60,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
282,2410,16,67,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
283,966,33,56,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
284,285,23,63,The instructor was very clear and made the course enjoyable.,4,Positive,0.993,1,0.757,"instructor, clear, made"
285,1787,16,58,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
286,2644,8,102,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
287,2191,7,21,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
288,1686,50,150,Excellent pacing and real-world examples. Highly recommend!,5,Positive,0.994,2,0.797,realworld example
289,2662,12,15,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
290,1565,63,43,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
291,1122,17,9,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
292,1211,23,119,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
293,787,57,88,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
294,1715,57,29,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
295,1133,69,148,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
296,1889,41,3,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
297,2825,2,16,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
298,2277,22,143,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
299,186,22,84,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
300,283,15,1,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
301,917,73,35,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
302,572,20,136,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
303,8,63,45,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
304,2314,26,57,The instructor was hard to follow and rarely responded to questions.,1,Negative,-0.994,7,0.797,"instructor, hard, follow"
305,627,27,44,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
306,492,19,69,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
307,535,35,25,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
308,1660,6,6,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
309,2804,66,129,The feedback was delayed and often unhelpful.,2,Negative,-0.994,3,0.729,"feedback, delayed, often"
310,2496,4,44,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
311,1899,52,150,Excellent pacing and real-world examples. Highly recommend!,5,Positive,0.994,2,0.797,realworld example
312,1292,6,143,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
313,1773,17,118,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
314,2012,21,85,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
315,2860,63,75,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
316,215,10,48,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
317,148,69,89,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
318,2656,2,106,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
319,482,19,68,Great teaching style – the explanations were easy to follow.,5,Positive,0.993,0,0.797,great teaching style explanation
320,725,58,13,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
321,1247,44,116,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
322,1347,35,31,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
323,956,56,98,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
324,747,29,9,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
325,891,25,68,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
326,62,33,92,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
327,1451,22,106,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
328,2504,2,116,I appreciated the timely feedback and engaging content.,4,Positive,0.993,2,0.781,timely feedback
329,494,71,122,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
330,1386,38,11,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
331,564,2,41,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
332,2282,54,150,"The instructor was fine, but the pace felt a bit off.",3,Neutral,0.0,6,0.78,fine pace
333,8,41,126,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
334,781,3,60,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
335,223,2,10,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
336,449,8,144,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
337,2291,22,29,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
338,2171,62,131,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
339,431,60,129,The course structure and delivery exceeded my expectations.,5,Positive,0.994,1,0.78,course structure delivery
340,1504,37,15,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
341,722,37,36,Excellent pacing and real-world examples. Highly recommend!,5,Positive,0.994,2,0.797,realworld example
342,1509,29,131,The course structure and delivery exceeded my expectations.,4,Positive,0.994,1,0.78,course structure delivery
343,2381,12,82,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
344,2908,7,93,I appreciated the timely feedback and engaging content.,5,Positive,0.993,2,0.781,timely feedback
345,2903,67,59,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
346,2172,62,85,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
347,1660,28,47,Neither bad nor great – just an average learning experience.,3,Neutral,0.0,0,0.781,bad great average learning experience
348,1606,52,15,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
349,1050,66,69,The instructor was hard to follow and rarely responded to questions.,2,Negative,-0.994,7,0.797,"instructor, hard, follow"
350,2519,3,4,Too fast-paced and lacked clear explanations.,1,Negative,-0.993,4,0.759,clear explanation
351,402,6,18,Great teaching style – the explanations were easy to follow.,4,Positive,0.993,0,0.797,great teaching style explanation
352,1809,4,111,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
353,2946,32,3,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
354,883,45,9,The instructor was very clear and made the course enjoyable.,5,Positive,0.993,1,0.757,"instructor, clear, made"
355,1520,35,45,I didn’t gain much from this course. It felt rushed and unstructured.,2,Negative,-0.993,6,0.796,didnt gain
356,2048,37,20,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
357,504,31,65,Not engaging at all. I struggled to stay focused throughout.,2,Negative,-0.994,5,0.76,"engaging, struggled, stay"
358,461,47,22,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
359,2324,74,3,"Decent course, though it lacked in-depth discussion.",3,Neutral,0.0,1,0.778,"decent course, indepth discussion"
360,2675,75,146,I didn’t gain much from this course. It felt rushed and unstructured.,1,Negative,-0.993,6,0.796,didnt gain
361,2026,20,142,Excellent pacing and real-world examples. Highly recommend!,4,Positive,0.994,2,0.797,realworld example
362,2656,13,134,Not engaging at all. I struggled to stay focused throughout.,1,Negative,-0.994,5,0.76,"engaging, struggled, stay"
363,767,50,30,Too fast-paced and lacked clear explanations.,2,Negative,-0.993,4,0.759,clear explanation
364,1067,30,75,The feedback was delayed and often unhelpful.,1,Negative,-0.994,3,0.729,"feedback, delayed, often"
365,2747,26,147,"Content was decent, but the delivery could have been better.",3,Neutral,0.0,2,0.759,decent delivery
366,2428,47,79,"The course was okay, but I expected more practical examples.",3,Neutral,0.0,3,0.779,"course okay, practical example"
